"name","price","originalPrice","discount","rating","reviewCount","image","images","category","sizes","colors","badge","compatibleBikes","description","specifications","inStock","stockQuantity","createdAt","updatedAt"
"Fog Light Mount for Honda CB350",1099,1186.92,8,4.9,0,"https://www.zanamotorcycles.com/uploads/tempDir/1748689907_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/1748689907_340X340.webp","Fog Light Mount","","Black:#c10201","bestseller","Royal Enfield Hunter 350|Royal Enfield Classic 350|KTM Duke 390","Sturdy and easy-to-install fog light mount designed for Honda CB350.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"Side Stand Extender for Honda CB350",999,"",0,4.2,0,"https://www.zanamotorcycles.com/uploads/tempDir/1324273832_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/1324273832_340X340.webp","Stand Extender","","Black:#54f641","discount","Yamaha R15|KTM Duke 390|TVS Apache RTR 160","Side stand extender for increased stability on uneven surfaces.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"FRONT FLUID RESERVOIR OIL COVER FOR HONDA CB 350 ALUMINIUM",399,530.67,33,4.8,0,"https://www.zanamotorcycles.com/uploads/tempDir/696053908_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/696053908_340X340.webp","Oil Cover","","Silver:#a68f15","bestseller","Royal Enfield Classic 350|Yamaha R15|TVS Apache RTR 160","Aluminium front fluid reservoir oil cover for Honda CB350.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"PADDOCK STAND CB350 (TEXTURE MATT BLACK)",3799,4178.9,10,4,0,"https://www.zanamotorcycles.com/uploads/tempDir/528525778_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/528525778_340X340.webp","Paddock Stand","","Matt Black:#0e29a5","bestseller","Royal Enfield Classic 350|Bajaj Pulsar NS200|TVS Apache RTR 160","Textured matt black paddock stand for CB350.","{}",true,12,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"PADDOCK STAND FOR HONDA CB350 (GLOSSY RED COLOR)",3799,4178.9,10,4.2,0,"https://www.zanamotorcycles.com/uploads/tempDir/909516657_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/909516657_340X340.webp","Paddock Stand","","Glossy Red:#4c60e5","bestseller","TVS Apache RTR 160|KTM Duke 390|Yamaha R15","Glossy red paddock stand designed for Honda CB350.","{}",true,15,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"BACKREST FOR HONDA CB350",1949,2007.47,3,4.5,0,"https://www.zanamotorcycles.com/uploads/tempDir/1914935613_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/1914935613_340X340.webp","Backrest","","Black:#340b81","bestseller","KTM Duke 390|Royal Enfield Hunter 350|TVS Apache RTR 160","Comfortable backrest for Honda CB350 for pillion support.","{}",true,20,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"HONDA CB350 NEW PILLION BACKREST CUSHION (BIG)",1399,1706.78,22,4.9,0,"https://www.zanamotorcycles.com/uploads/tempDir/105789215_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/105789215_340X340.webp","Backrest","","Black:#8a398e","new","Royal Enfield Classic 350|Royal Enfield Hunter 350|TVS Apache RTR 160","New large backrest cushion for Honda CB350 pillion rider.","{}",true,18,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"BACKREST FOR HONDA CB350 WITH PARCEL SHELF SPLIT SEAT/SINGLE SEAT VERSION 2",2099,2497.81,19,4.5,0,"https://www.zanamotorcycles.com/uploads/tempDir/1672864900_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/1672864900_340X340.webp","Backrest","","Black:#a014b6","new","Honda CB350|KTM Duke 390|Yamaha R15","Backrest with parcel shelf for split/single seat CB350 (not for 2024 model & DLX PRO).","{}",true,7,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"BASH PLATE BLACK FOR CB350 H'NESS",2649,2966.88,12,4.2,0,"https://www.zanamotorcycles.com/uploads/tempDir/1644399117_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/1644399117_340X340.webp","Bash Plate","","Black:#029b70","bestseller","Royal Enfield Hunter 350|Honda CB350|Royal Enfield Classic 350","Black bash plate for Honda CB350 H’ness for engine protection.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"CRASH GUARD WITH SLIDER GLOSSY BLACK CB350",3799,3988.95,5,4.8,0,"https://www.zanamotorcycles.com/uploads/tempDir/456913634_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/456913634_340X340.webp","Crash Guard","","Glossy Black:#0d8df6","bestseller","Yamaha R15|Honda CB350|KTM Duke 390","Crash guard with built-in slider in glossy black finish for CB350.","{}",false,0,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"TOPRACK WITHOUT PLATE COMPATIBLE WITH PILLION BACKREST VERSION-2 CB350 H'NESS SPLIT SEAT/SINGLE SEAT",2600,"",0,4.5,0,"https://www.zanamotorcycles.com/uploads/tempDir/1210679135_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/1210679135_340X340.webp","Top Rack","","Black:#02af49","bestseller","Royal Enfield Hunter 350|Royal Enfield Classic 350|TVS Apache RTR 160","Top rack without plate designed for use with pillion backrest (Version 2). Not compatible with 2024 model and CB350 DLX PRO.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"BACKREST WITH PARCEL SHELF CB350",1999,"",0,4.9,0,"https://www.zanamotorcycles.com/uploads/tempDir/1191139745_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/1191139745_340X340.webp","Backrest","","Black:#5843df","bestseller","KTM Duke 390|Yamaha R15|Royal Enfield Hunter 350","Backrest with integrated parcel shelf for luggage support. Not compatible with 2024 model and CB350 DLX PRO.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"Backrest CB350",1599,1774.8899999999999,11,4.4,0,"https://www.zanamotorcycles.com/uploads/tempDir/2069181464_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/2069181464_340X340.webp","Backrest","","Black:#2dafb0","bestseller","Yamaha R15|Royal Enfield Hunter 350|KTM Duke 390","Simple and ergonomic backrest for rider or pillion comfort. Not compatible with 2024 model and CB350 DLX PRO.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"CRASH GUARD WITH SLIDER TEXTURE MATT BLACK CB350",3799,3988.95,5,4.1,0,"https://www.zanamotorcycles.com/uploads/tempDir/1550758902_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/1550758902_340X340.webp","Crash Guard","","Black:#6a9f2f","bestseller","Royal Enfield Classic 350|Royal Enfield Hunter 350|KTM Duke 390","Textured matt black crash guard with integrated sliders for enhanced protection.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"Sliders Pair For Crash Guard Honda CB300R",1399,"",0,4.8,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_03_1740817535_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_03_1740817535_340X340.webp","Crash Guard Sliders","","Black:#f26b76","bestseller","Honda CB350|Bajaj Pulsar NS200|Royal Enfield Hunter 350","Crash guard sliders pair for enhanced protection during impact for Honda CB300R.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"Universal Led Fog Light (ZFL-40)",17000,17510,3,4.4,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735193987_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735193987_340X340.webp","Fog Light","","Black:#53201e","bestseller","KTM Duke 390|Royal Enfield Classic 350|Royal Enfield Hunter 350","Powerful universal LED fog light model ZFL-40 suitable for all bikes including CB300R.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"Universal Led Fog Light (ZFL-35)",14200,14910,5,5,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735193770_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735193770_340X340.webp","Fog Light","","Black:#56696f","bestseller","KTM Duke 390|Royal Enfield Hunter 350|TVS Apache RTR 160","Compact LED fog light ZFL-35 ideal for daily and touring use with Honda CB300R.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"Universal Led Fog Light (ZFL-20)",10500,11865,13,4.8,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735192045_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735192045_340X340.webp","Fog Light","","Black:#ff3ebe","bestseller","Yamaha R15|Royal Enfield Classic 350|Bajaj Pulsar NS200","High-performance fog light ZFL-20 delivering bright and wide beam for long-distance rides.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"Universal Led Fog Light (ZFL-15)",7999,8478.94,6,5,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735194552_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735194552_340X340.webp","Fog Light","","Black:#63b405","discount","Royal Enfield Hunter 350|KTM Duke 390|Royal Enfield Classic 350","Compact and affordable ZFL-15 LED fog light. Ideal for short-range visibility. Sold out.","{}",false,0,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"Universal Gel Seat Cushion Small (495grm)",1699,1885.8899999999999,11,4.5,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729089835_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729089835_340X340.webp","Seat Cushion","","Black:#f993be","discount","Royal Enfield Hunter 350|Honda CB350|Bajaj Pulsar NS200","Small-sized gel seat cushion (495g) offering better comfort and shock absorption.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"Universal Gel Seat Cushion Medium (770grm)",1899,1993.95,5,4.4,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729142239_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729142239_340X340.webp","Seat Cushion","","Black:#8a3e31","new","Honda CB350|Royal Enfield Classic 350|Yamaha R15","Medium-sized gel seat cushion (770g) for improved seating comfort during long rides.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"Universal Gel Seat Cushion Large (800grm)",1999,2178.91,9,4.3,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729142314_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729142314_340X340.webp","Seat Cushion","","Black:#765631","discount","Yamaha R15|Royal Enfield Hunter 350|Royal Enfield Classic 350","Large-size (800g) gel seat cushion for maximum seating comfort. Currently sold out.","{}",false,0,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"Universal Mobile Holder Without Charger",2399,2590.92,8,4.4,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_07_1721457228_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_07_1721457228_340X340.webp","Mobile Holder","","Black:#77adf8","discount","Royal Enfield Classic 350|Honda CB350|Royal Enfield Hunter 350","Universal mobile holder without charging feature, suitable for various motorcycles.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"Universal Mobile Holder with Touch Charger",2899,2985.97,3,4.9,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_07_1721460055_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_07_1721460055_340X340.webp","Mobile Holder","","Black:#f46f8b","bestseller","Yamaha R15|KTM Duke 390|Royal Enfield Classic 350","Mobile holder with touch-activated wireless charging function.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"Universal Mobile Holder with USB Charger",2799,2994.93,7,4.9,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_07_1721459099_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_07_1721459099_340X340.webp","Mobile Holder","","Black:#3d39fc","bestseller","Honda CB350|KTM Duke 390|Royal Enfield Classic 350","Universal mobile holder with USB charging capability.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"TAIL TIDY BLACK FOR HONDA CB300R",1599,1774.8899999999999,11,4.8,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_02_1708161765_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_02_1708161765_340X340.webp","Tail Tidy","","Black:#771b79","discount","Royal Enfield Classic 350|KTM Duke 390|Royal Enfield Hunter 350","Tail tidy kit in black for a clean and sporty look.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"TOP BOX ALUMINIUM SILVER (22ltr) FOR HONDA CB300R",7999,8478.94,6,4.6,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_06_1719574418_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_06_1719574418_340X340.webp","Top Box","","Silver:#684afb","bestseller","Royal Enfield Classic 350|Yamaha R15|Bajaj Pulsar NS200","22-litre aluminum top box in silver for secure and stylish storage.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"TOP BOX FOR HONDA CB300R (22ltr ALUMINIUM BLACK L-FLAT)",7999,8478.94,6,4.1,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_06_1719572545_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_06_1719572545_340X340.webp","Top Box","","Black:#b23a87","bestseller","Yamaha R15|Royal Enfield Hunter 350|KTM Duke 390","22-litre flat black aluminum top box designed for CB300R.","{}",false,0,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"TOP BOX PLASTIC (45ltr) BLACK WITH BACK REST CUSHION FOR HONDA CB 300R",7000,7490,7,4.9,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_01_1706166268_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_01_1706166268_340X340.webp","Top Box","","Black:#93947d","bestseller","Royal Enfield Hunter 350|Honda CB350|TVS Apache RTR 160","45-litre plastic top box with backrest cushion for extra comfort.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"TOP RACK WITH PLATE V2 COMPATIBLE WITH PILLION BACKREST FOR HONDA CB 300 R BS4/BS6",3800,4332,14,4.9,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_04_1712220549_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_04_1712220549_340X340.webp","Top Rack","","Black:#df7db7","bestseller","Honda CB350|TVS Apache RTR 160|Bajaj Pulsar NS200","V2 top rack with plate, compatible with pillion backrest for CB300R BS4/BS6.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"OFFSET HANDLE BAR RISER ALUMINUM FOR CB300R",2999,"",0,4,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1696331384_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1696331384_340X340.webp","Handlebar Riser","","Silver:#12103e","bestseller","Royal Enfield Hunter 350|Honda CB350|TVS Apache RTR 160","Aluminum offset handlebar riser designed to improve riding posture and comfort on the CB300R.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"MIRROR EXTENDER FOR HONDA CB300R",1099,1395.73,27,4.9,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1696400205_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1696400205_340X340.webp","Mirror Extender","","Black:#565e92","bestseller","Royal Enfield Classic 350|Royal Enfield Hunter 350|Yamaha R15","Mirror extender brackets for better rear visibility on the Honda CB300R.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"Fog Light Mount For Honda CB300R",999,"",0,4.2,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_09_1696057158_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_09_1696057158_340X340.webp","Fog Light Mount","","Black:#a73d8d","new","Bajaj Pulsar NS200|KTM Duke 390|Royal Enfield Classic 350","Strong and durable mounting brackets for installing fog lights on the Honda CB300R.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"Rear Footrest (Pair) for CB300R",1699,1953.85,15,4.3,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_09_1695963528_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_09_1695963528_340X340.webp","Footrest","","Black:#27b4a8","bestseller","Royal Enfield Classic 350|TVS Apache RTR 160|Royal Enfield Hunter 350","Durable rear footrest pair designed for comfort and support on Honda CB300R.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"Frame Slider For CB 300R",2999,3418.86,14,4.3,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_09_1695963082_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_09_1695963082_340X340.webp","Crash Protection","","Black:#3b225e","bestseller","Royal Enfield Classic 350|TVS Apache RTR 160|Royal Enfield Hunter 350","Durable frame slider designed to reduce impact damage for Honda CB300R.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"FRONT FLUID RESERVOIR COVER FOR CB300R",349,495.58000000000004,42,4.2,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_09_1696052632_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_09_1696052632_340X340.webp","Fluid Covers","","Black:#493a83","discount","Yamaha R15|Royal Enfield Hunter 350|KTM Duke 390","Front brake fluid reservoir cover offering stylish protection for CB300R.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"Rear Fluid Reservoir Cover For CB 300R",499,643.71,29,4.8,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_09_1696052508_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_09_1696052508_340X340.webp","Fluid Covers","","Black:#e5b177","discount","Royal Enfield Classic 350|TVS Apache RTR 160|Royal Enfield Hunter 350","Rear brake fluid reservoir cover for Honda CB300R with premium build.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"Side Stand Extender for Honda CB300R",999,"",0,4.3,0,"https://www.zanamotorcycles.com/uploads/tempDir/273755430_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/273755430_340X340.webp","Side Stand Accessories","","Black:#cac66f","discount","Honda CB350|Yamaha R15|Royal Enfield Hunter 350","Increases base area of side stand to prevent sinking.","{}",true,12,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"HONDA CB 300R RADIATOR GUARD HONEYCOMB BLACK",2499,2923.83,17,4.9,0,"https://www.zanamotorcycles.com/uploads/tempDir/442378277_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/442378277_340X340.webp","Radiator Guard","","Black:#794762","bestseller","Royal Enfield Hunter 350|Royal Enfield Classic 350|KTM Duke 390","Honeycomb radiator guard for Honda CB300R offering improved protection.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"HONDA CB 300R BASH PLATE (ALUMINIUM)",2399,2878.8,20,4.6,0,"https://www.zanamotorcycles.com/uploads/tempDir/415654322_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/415654322_340X340.webp","Bash Plate","","Silver:#238d7b","discount","KTM Duke 390|Honda CB350|Yamaha R15","Aluminum bash plate for Honda CB300R providing engine protection.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"HONDA CB300R NEW PILLION BACKREST CUSHION (BIG)",1399,1706.78,22,4.4,0,"https://www.zanamotorcycles.com/uploads/tempDir/805705295_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/805705295_340X340.webp","Backrest","","Black:#37eb81","bestseller","Royal Enfield Classic 350|Royal Enfield Hunter 350|TVS Apache RTR 160","New big pillion backrest cushion for enhanced passenger comfort.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"PADDOCK STAND CB300R (TEXTURE MATT BLACK)",3799,4178.9,10,4.8,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_05_1715857789_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_05_1715857789_340X340.webp","Stands","","Black:#cba67c","bestseller","Yamaha R15|TVS Apache RTR 160|Royal Enfield Hunter 350","Paddock stand for CB300R in textured matte black finish.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"PADDOCK STAND CB300R (GLOSSY RED COLOR)",3799,4178.9,10,4.3,0,"https://www.zanamotorcycles.com/uploads/tempDir/845404315_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/845404315_340X340.webp","Stands","","Red:#b7a84a","bestseller","Yamaha R15|Royal Enfield Hunter 350|Bajaj Pulsar NS200","Glossy red color paddock stand compatible with Honda CB300R.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"CRASH GUARD FOR HONDA CB300R W/S BS6 2022-2024",4600,5290,15,5,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_02_1708518173_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_02_1708518173_340X340.webp","Crash Protection","","Black:#c30e9e","bestseller","Royal Enfield Classic 350|Royal Enfield Hunter 350|Honda CB350","Crash guard with sliders for BS6 CB300R models (2022-2024).","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"Sliders Pair For Crash Guard Honda CB350RS",1399,"",0,5,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_03_1740822382_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_03_1740822382_340X340.webp","Crash Guard Sliders","","Black:#0550b3","bestseller","KTM Duke 390|Yamaha R15|Royal Enfield Hunter 350","Crash guard sliders pair for enhanced protection for the Honda CB350RS.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"Universal Led Fog Light (ZFL-40)",17000,17510,3,4.2,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735193987_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735193987_340X340.webp","Fog Light","","Black:#40140a","new","Yamaha R15|Royal Enfield Hunter 350|TVS Apache RTR 160","Powerful LED fog light model ZFL-40 for enhanced night riding visibility.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"Universal Led Fog Light (ZFL-35)",14200,14910,5,4.8,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735193770_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735193770_340X340.webp","Fog Light","","Black:#d02156","discount","Honda CB350|Royal Enfield Classic 350|Royal Enfield Hunter 350","ZFL-35 model LED fog light for bright and focused visibility during rides.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"Universal Led Fog Light (ZFL-20)",10500,11865,13,4.8,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735192045_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735192045_340X340.webp","Fog Light","","Black:#b8c4fd","new","TVS Apache RTR 160|Royal Enfield Classic 350|Honda CB350","ZFL-20 LED fog light designed for clear road visibility and safety.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"Universal Led Fog Light (ZFL-15)",7999,8478.94,6,4.9,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735194552_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735194552_340X340.webp","Fog Light","","Black:#787e53","discount","Bajaj Pulsar NS200|Royal Enfield Hunter 350|KTM Duke 390","Compact and reliable ZFL-15 LED fog light for everyday riding visibility.","{}",false,0,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"Universal Gel Seat Cushion Small (495grm)",1699,1885.8899999999999,11,4.1,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729089835_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729089835_340X340.webp","Seat Cushion","","Black:#525eca","bestseller","TVS Apache RTR 160|Honda CB350|Royal Enfield Classic 350","Small-sized gel seat cushion for added riding comfort.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"Universal Gel Seat Cushion Medium (770grm)",1899,1993.95,5,4.5,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729142239_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729142239_340X340.webp","Seat Cushion","","Black:#0eb612","discount","Royal Enfield Classic 350|Royal Enfield Hunter 350|Yamaha R15","Medium-sized gel seat cushion for long-distance comfort and reduced fatigue.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"Universal Gel Seat Cushion Large (800grm)",1999,2178.91,9,4.8,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729142314_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729142314_340X340.webp","Seat Cushion","","Black:#ee8c1a","bestseller","Yamaha R15|KTM Duke 390|TVS Apache RTR 160","Large gel seat cushion for premium comfort on extended rides.","{}",false,0,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"Universal Mobile Holder Without Charger",2399,2590.92,8,4.8,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_07_1721457228_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_07_1721457228_340X340.webp","Mobile Holder","","Black:#109d22","bestseller","Royal Enfield Classic 350|Royal Enfield Hunter 350|Honda CB350","Universal mobile holder without charger, suitable for various bike models.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"Universal Mobile Holder with Touch Charger",2899,2985.97,3,4.4,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_07_1721460055_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_07_1721460055_340X340.webp","Mobile Holder","","Black:#bf956b","new","Royal Enfield Classic 350|Royal Enfield Hunter 350|Honda CB350","Universal mobile holder with touch-enabled charger, ideal for navigation and charging.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
"Universal Mobile Holder with USB Charger",2799,2994.93,7,5,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_07_1721459099_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_07_1721459099_340X340.webp","Mobile Holder","","Black:#3323fc","bestseller","Royal Enfield Classic 350|Royal Enfield Hunter 350|Bajaj Pulsar NS200","Universal mobile holder with USB charger for on-the-go power.","{}",true,10,"2026-03-02T20:53:40.627Z","2026-03-02T20:53:40.627Z"
